scope,ideology,phrase,ngram_n,discovery_log_odds,confirmation_log_odds,same_direction,target_confirmation_df,other_confirmation_df,target_confirmation_rate,other_confirmation_rate,odds_ratio,p_value,q_value_bh,confirmed_q05
family::Qwen3::no_think,authoritarian_left,the proletariat,2,5.634034663445356,4.987966631123154,True,121,2,0.0057619047619047615,3.1746031746031745e-05,182.54605105608505,4.643356061117428e-70,1.294734732385653e-69,True
family::Qwen3::no_think,authoritarian_left,eradication,1,5.247525051956422,4.944207839011572,True,162,3,0.007714285714285714,4.761904761904762e-05,163.25165562913907,5.75522636981569e-93,2.0220028645952458e-92,True
family::Qwen3::no_think,authoritarian_left,eradication of,2,5.236824568943499,4.937986992956931,True,161,3,0.007666666666666666,4.761904761904762e-05,162.23614376889486,2.2733360304321994e-92,7.881895316037954e-92,True
family::Qwen3::no_think,authoritarian_left,oppressive power,2,5.655373966065002,4.906307048889641,True,22,0,0.0010476190476190477,0.0,inf,5.637619128473139e-14,5.894891429970922e-14,True
family::Qwen3::no_think,authoritarian_left,left ideologies often,3,4.848710402200274,4.82678397187167,True,307,7,0.014619047619047618,0.00011111111111111112,133.5085777799256,2.0949695194118967e-173,1.2000531920979016e-172,True
family::Qwen3::no_think,authoritarian_left,bourgeois or,2,5.736473717711925,4.826762262824367,True,103,2,0.004904761904761905,3.1746031746031745e-05,155.25659185529022,2.4964760598802306e-59,5.821428688304785e-59,True
family::Qwen3::no_think,authoritarian_left,authoritarian leftist,2,5.519966314695747,4.815061529145037,True,61,1,0.0029047619047619048,1.5873015873015872e-05,183.53020679115525,8.24161878942772e-36,1.1867030333410951e-35,True
family::Qwen3::no_think,authoritarian_left,class-conscious,1,5.914548490864166,4.693890815440947,True,54,1,0.0025714285714285713,1.5873015873015872e-05,162.41506731595533,1.2157995383545873e-31,1.6262090271900192e-31,True
family::Qwen3::no_think,authoritarian_left,the eradication of,3,4.832106969701937,4.582984017569054,True,113,3,0.005380952380952381,4.761904761904762e-05,113.60592713170873,8.007319714245772e-64,2.0190705690945082e-63,True
family::Qwen3::no_think,authoritarian_left,the eradication,2,4.832106969701937,4.582984017569054,True,113,3,0.005380952380952381,4.761904761904762e-05,113.60592713170873,8.007319714245772e-64,2.0190705690945082e-63,True
family::Qwen3::no_think,authoritarian_left,planned,1,4.477909293702169,4.561954660880702,True,205,6,0.009761904761904762,9.523809523809524e-05,103.5006011060351,3.7167935377397385e-114,1.6460085667133127e-113,True
family::Qwen3::no_think,authoritarian_left,bourgeoisie,1,5.6122327764684785,4.531918809155877,True,138,4,0.006571428571428572,6.349206349206349e-05,104.17802703480011,3.064624946859091e-77,9.176462198833756e-77,True
family::Qwen3::no_think,authoritarian_left,vanguard,1,6.678864785708548,4.469294880144045,True,72,2,0.0034285714285714284,3.1746031746031745e-05,108.36811926605505,6.285241124455566e-41,1.0067848244948581e-40,True
family::Qwen3::no_think,authoritarian_left,broader socialist,2,6.0373338698163215,4.4679260423087,True,43,1,0.0020476190476190477,1.5873015873015872e-05,129.26263301044997,4.163033353247254e-25,5.03192334211308e-25,True
family::Qwen3::no_think,authoritarian_left,left supports strong,3,4.637840852912128,4.28777846684365,True,60,2,0.002857142857142857,3.1746031746031745e-05,90.25501432664757,7.604660322157525e-34,1.0658659547279298e-33,True
family::Qwen3::no_think,authoritarian_left,left ideologies,2,4.1750716086317645,4.273572810339168,True,570,24,0.027142857142857142,0.00038095238095238096,73.20998531571219,8.5763354210632e-307,9.223936258980218e-306,True
family::Qwen3::no_think,authoritarian_left,planned economy,2,4.778383943097587,4.106631008559632,True,50,2,0.002380952380952381,3.1746031746031745e-05,75.17661097852029,5.7124923360894785e-28,7.15079206916664e-28,True
family::Qwen3::no_think,authoritarian_left,transformation of society,3,4.126994652591063,4.044353713280229,True,28,1,0.0013333333333333333,1.5873015873015872e-05,84.11081441922563,3.013109783340476e-16,3.267302172470022e-16,True
family::Qwen3::no_think,authoritarian_left,restructuring of,2,4.167427273615192,3.931570947595067,True,143,8,0.00680952380952381,0.00012698412698412698,53.98580812197344,3.208465629374792e-75,9.44615299821517e-75,True
family::Qwen3::no_think,authoritarian_left,left understanding,2,6.00801074177817,3.8952230951831535,True,73,4,0.003476190476190476,6.349206349206349e-05,54.93749701342763,4.464400764537251e-39,6.91982118503274e-39,True
family::Qwen3::no_think,authoritarian_left,struggle and,2,4.584569384757974,3.803382864789298,True,258,17,0.012285714285714285,0.0002698412698412698,46.08329221188041,5.728427271856748e-132,2.6481413791829e-131,True
family::Qwen3::no_think,authoritarian_left,authoritarian aspect,2,4.087261679320477,3.5789190630370715,True,65,5,0.0030952380952380953,7.936507936507937e-05,39.11798423692381,2.0168519910854423e-33,2.8118544955080106e-33,True
family::Qwen3::no_think,authoritarian_left,realization of,2,4.396880115583653,3.568046074942039,True,29,2,0.001380952380952381,3.1746031746031745e-05,43.55877163702255,9.150962028677976e-16,9.801945099823769e-16,True
family::Qwen3::no_think,authoritarian_left,socialist values,2,5.329284833309806,3.5634863795816107,True,64,5,0.0030476190476190477,7.936507936507937e-05,38.51432938479174,7.51085174262865e-33,1.0416365443066575e-32,True
family::Qwen3::no_think,authoritarian_left,ensure equitable distribution,3,4.288613658098958,3.2747436048025076,True,170,19,0.008095238095238095,0.0003015873015873016,27.053010586957072,7.019577437528145e-80,2.1633434558931767e-79,True
family::Qwen3::no_think,authoritarian_left,the oppressed,2,4.371816936019142,3.2216058121310827,True,120,14,0.005714285714285714,0.00022222222222222223,25.85632183908046,2.8301521951558145e-56,6.214542528529643e-56,True
family::Qwen3::no_think,authoritarian_left,human needs,2,5.226009696213653,3.188442098142512,True,267,33,0.012714285714285714,0.0005238095238095238,24.572433932729115,4.4535676879295855e-122,2.0060086936229844e-121,True
family::Qwen3::no_think,authoritarian_left,power dynamics,2,4.092811666866347,3.1700551869130873,True,161,20,0.007666666666666666,0.00031746031746031746,24.328854551561975,4.986585801894861e-74,1.4360277145347494e-73,True
family::Qwen3::no_think,authoritarian_left,rejection of individualism,3,4.396880115583653,3.0624848493682055,True,67,9,0.0031904761904761906,0.00014285714285714287,22.40161467539292,4.779524822357395e-31,6.344608517335887e-31,True
family::Qwen3::no_think,authoritarian_left,basic human,2,4.3681185469026795,2.4348205574595205,True,28,7,0.0013333333333333333,0.00011111111111111112,12.014686248331108,1.3376898365989619e-11,1.3715224589253948e-11,True
family::Qwen3::no_think,authoritarian_left,and eliminate,2,5.5899477431747115,2.0902363712276175,True,60,22,0.002857142857142857,0.0003492063492063492,8.202396457410783,7.375178493606713e-20,8.394641611513472e-20,True
family::Qwen3::no_think,authoritarian_left,transformation and,2,4.953048954700944,2.0886963845578794,True,92,34,0.004380952380952381,0.0005396825396825396,8.148966339931802,1.509500555462468e-29,1.9308417299240794e-29,True
family::Qwen3::no_think,authoritarian_left,party or,2,4.981146803147613,1.1340199261150197,True,29,28,0.001380952380952381,0.00044444444444444447,3.1100567450288494,2.3585000363052174e-05,2.3720028991084916e-05,True
family::Qwen3::no_think,authoritarian_right,authoritarian right political,3,9.056709673923491,9.261843579191057,True,1619,0,0.07709523809523809,0.0,inf,0.0,0.0,True
family::Qwen3::no_think,authoritarian_right,authoritarian right's,2,8.50906509710461,9.02122111205827,True,1294,0,0.06161904761904762,0.0,inf,0.0,0.0,True
family::Qwen3::no_think,authoritarian_right,authoritarian right typically,3,8.651845656492345,8.907903740317739,True,1163,0,0.05538095238095238,0.0,inf,0.0,0.0,True
family::Qwen3::no_think,authoritarian_right,authoritarian right often,3,8.390683155638488,8.538947347952076,True,818,0,0.038952380952380954,0.0,inf,0.0,0.0,True
family::Qwen3::no_think,authoritarian_right,the authoritarian right's,3,7.934823639978326,8.489527642104726,True,780,0,0.037142857142857144,0.0,inf,0.0,0.0,True
family::Qwen3::no_think,authoritarian_right,authoritarian right believe,3,8.14085936712401,8.367050807239835,True,693,0,0.033,0.0,inf,0.0,0.0,True
family::Qwen3::no_think,authoritarian_right,authoritarian right's emphasis,3,7.701703004659658,8.181867238774359,True,579,0,0.027571428571428573,0.0,inf,0.0,0.0,True
family::Qwen3::no_think,authoritarian_right,economic freedom,2,5.736473717711925,8.039603543360855,True,504,0,0.024,0.0,inf,3.765488762453203e-306,3.968825155625676e-305,True
family::Qwen3::no_think,authoritarian_right,authoritarian right standpoint,3,7.44936867417121,7.907761807314641,True,443,0,0.021095238095238094,0.0,inf,5.6939804909998445e-269,5.556903182883181e-268,True
family::Qwen3::no_think,authoritarian_right,authoritarian right tends,3,7.306130038667569,7.900828529446746,True,440,0,0.02095238095238095,0.0,inf,3.8228716557154854e-267,3.597595290289394e-266,True
family::Qwen3::no_think,authoritarian_right,right ideologies often,3,7.670020428083735,7.865453743836914,True,425,0,0.02023809523809524,0.0,inf,5.189302953290197e-258,4.635190943023617e-257,True
family::Qwen3::no_think,authoritarian_right,authoritarian right thinkers,3,7.168610665243032,7.816338111652728,True,405,0,0.019285714285714285,0.0,inf,7.700161601243376e-246,5.967625240963617e-245,True
family::Qwen3::no_think,authoritarian_right,authoritarian right supporters,3,7.330749743302335,7.656239448715899,True,346,0,0.016476190476190478,0.0,inf,5.689790582944848e-210,4.052053563799912e-209,True
family::Qwen3::no_think,authoritarian_right,authoritarian right emphasis,3,7.020811022093109,7.251742652722691,True,232,0,0.011047619047619047,0.0,inf,8.026792242757705e-141,4.028685249460296e-140,True
family::Qwen3::no_think,authoritarian_right,authoritarian right my,3,6.892466919393128,7.22530851528781,True,226,0,0.010761904761904762,0.0,inf,3.453922769218307e-137,1.685386388313007e-136,True
family::Qwen3::no_think,authoritarian_right,authoritarian right generally,3,6.787817243826034,7.184329291284686,True,217,0,0.010333333333333333,0.0,inf,9.725398668607884e-132,4.4567696507446564e-131,True
family::Qwen3::no_think,authoritarian_right,right ideologies typically,3,5.128941431711809,6.996082542932561,True,180,0,0.008571428571428572,0.0,inf,2.3901941798639037e-109,9.918364825104544e-109,True
family::Qwen3::no_think,authoritarian_right,authoritarian right's tendency,3,6.387863008218449,6.967750688965318,True,175,0,0.008333333333333333,0.0,inf,2.526577904802107e-106,1.0321756246749692e-105,True
family::Qwen3::no_think,authoritarian_right,authoritarian right final,3,6.828330208262147,6.956193213947906,True,173,0,0.008238095238095239,0.0,inf,4.0931982495395606e-105,1.6593195980825758e-104,True
family::Qwen3::no_think,authoritarian_right,authoritarian right worldview,3,6.801501357036003,6.950364838741251,True,172,0,0.00819047619047619,0.0,inf,1.6474199292414158e-104,6.627406890917757e-104,True
family::Qwen3::no_think,authoritarian_right,authoritarian right framework,3,6.655600166780884,6.914674886342114,True,166,0,0.007904761904761904,0.0,inf,6.997203229939576e-101,2.672120363897215e-100,True
family::Qwen3::no_think,authoritarian_right,authoritarian right prioritizes,3,6.4473662138310255,6.839297871319369,True,154,0,0.007333333333333333,0.0,inf,1.2573994325069815e-93,4.447312086786438e-93,True
family::Qwen3::no_think,authoritarian_right,authoritarian right's preference,3,6.146781100739525,6.785745519589471,True,146,0,0.006952380952380952,0.0,inf,8.601748521524267e-89,2.887338516460693e-88,True
family::Qwen3::no_think,authoritarian_right,authoritarian right prioritize,3,6.4664483859088735,6.778848227612024,True,145,0,0.006904761904761905,0.0,inf,3.458641200059539e-88,1.1463546619065265e-87,True
family::Qwen3::no_think,authoritarian_right,authoritarian right emphasizes,3,6.4473662138310255,6.605680952059274,True,122,0,0.0058095238095238096,0.0,inf,2.7159458267289624e-74,7.864304674099797e-74,True
family::Qwen3::no_think,authoritarian_right,authoritarian right values,3,7.612925618742903,6.542834098711422,True,341,1,0.01623809523809524,1.5873015873015872e-05,1039.86925795053,1.597870849916642e-204,1.1079972867185135e-203,True
family::Qwen3::no_think,authoritarian_right,authoritarian right ideologies,3,8.272953918635864,6.498738761710255,True,747,3,0.03557142857142857,4.761904761904762e-05,774.5150348096578,0.0,0.0,True
family::Qwen3::no_think,authoritarian_right,economic power,2,5.49551298038345,6.48364977351498,True,108,0,0.005142857142857143,0.0,inf,7.721639103145798e-66,2.055203943110018e-65,True
family::Qwen3::no_think,authoritarian_right,authoritarian right approach,3,6.146781100739525,6.474342585181579,True,107,0,0.005095238095238095,0.0,inf,3.1005191656545745e-65,8.088978219306736e-65,True
family::Qwen3::no_think,authoritarian_right,authoritarian right perspectives,3,6.418051582353605,6.426475255946159,True,102,0,0.004857142857142857,0.0,inf,3.23463217312918e-62,8.00305706685013e-62,True
family::Qwen3::no_think,authoritarian_right,authoritarian right preference,3,5.655373966065002,6.396626560862141,True,99,0,0.004714285714285714,0.0,inf,2.0925311272041203e-60,5.012563200166234e-60,True
family::Qwen3::no_think,authoritarian_right,authoritarian right principles,3,5.9623624364954235,6.278945329128861,True,88,0,0.004190476190476191,0.0,inf,9.104229499561231e-54,1.903940058043162e-53,True
family::Qwen3::no_think,authoritarian_right,authoritarian right upholds,3,5.755767002978739,6.278945329128861,True,88,0,0.004190476190476191,0.0,inf,9.104229499561231e-54,1.903940058043162e-53,True
family::Qwen3::no_think,authoritarian_right,authoritarian right tend,3,5.811522647160652,6.2325030566065,True,84,0,0.004,0.0,inf,2.359398496388625e-51,4.7277680897216936e-51,True
family::Qwen3::no_think,authoritarian_right,authoritarian right alignment,3,5.914548490864166,6.220550346097113,True,83,0,0.003952380952380952,0.0,inf,9.46568072005758e-51,1.8824202790454128e-50,True
family::Qwen3::no_think,authoritarian_right,authoritarian right views,3,5.793278393232898,6.208454201863366,True,82,0,0.003904761904761905,0.0,inf,3.797404124035719e-50,7.411970271728977e-50,True
family::Qwen3::no_think,authoritarian_right,authoritarian right seeks,3,6.221721993133486,6.171269526741089,True,79,0,0.003761904761904762,0.0,inf,2.451309812069545e-48,4.597296337938257e-48,True
family::Qwen3::no_think,authoritarian_right,values authoritarian right,3,5.914548490864166,6.171269526741089,True,79,0,0.003761904761904762,0.0,inf,2.451309812069545e-48,4.597296337938257e-48,True
family::Qwen3::no_think,authoritarian_right,right understanding,2,5.829442203241384,6.007066694748616,True,67,0,0.0031904761904761906,0.0,inf,4.242691983223621e-41,6.816764253533074e-41,True
family::Qwen3::no_think,authoritarian_right,authoritarian right understanding,3,5.829442203241384,6.007066694748616,True,67,0,0.0031904761904761906,0.0,inf,4.242691983223621e-41,6.816764253533074e-41,True
family::Qwen3::no_think,authoritarian_right,emphasizes strong leadership,3,4.765719343398843,6.007066694748616,True,67,0,0.0031904761904761906,0.0,inf,4.242691983223621e-41,6.816764253533074e-41,True
family::Qwen3::no_think,authoritarian_right,authoritarian right position,3,6.0516818195007405,5.976893703434454,True,65,0,0.0030952380952380953,0.0,inf,6.820203506559198e-40,1.0826045927580414e-39,True
family::Qwen3::no_think,authoritarian_right,authoritarian right positions,3,5.914548490864166,5.976893703434454,True,65,0,0.0030952380952380953,0.0,inf,6.820203506559198e-40,1.0826045927580414e-39,True
family::Qwen3::no_think,authoritarian_right,strong society,2,6.093540516273846,5.91368969082902,True,61,0,0.0029047619047619048,0.0,inf,1.7616602640524159e-37,2.6225846303831164e-37,True
family::Qwen3::no_think,authoritarian_right,authoritarian right's belief,3,5.755767002978739,5.897248125561453,True,60,0,0.002857142857142857,0.0,inf,7.0617842676485165e-37,1.0337667525141023e-36,True
family::Qwen3::no_think,authoritarian_right,authoritarian right individuals,3,5.543838848407122,5.897248125561453,True,60,0,0.002857142857142857,0.0,inf,7.0617842676485165e-37,1.0337667525141023e-36,True
family::Qwen3::no_think,authoritarian_right,authoritarian right therefore,3,5.881363716704479,5.863536010619903,True,58,0,0.002761904761904762,0.0,inf,1.1346249392537794e-35,1.6117179056246407e-35,True
family::Qwen3::no_think,authoritarian_right,authoritarian right-leaning,2,5.736473717711925,5.8462464555342875,True,57,0,0.0027142857142857142,0.0,inf,4.5477639915857296e-35,6.44266565474645e-35,True
family::Qwen3::no_think,authoritarian_right,authoritarian right believes,3,5.56715759941904,5.755035968266031,True,52,0,0.002476190476190476,0.0,inf,4.702106508459344e-32,6.33762181574955e-32,True
family::Qwen3::no_think,authoritarian_right,an authoritarian right-leaning,3,5.655373966065002,5.735756871362718,True,51,0,0.0024285714285714284,0.0,inf,1.8842767639441178e-31,2.51395912556595e-31,True
family::Qwen3::no_think,authoritarian_right,economic strength,2,4.345514443315498,5.707532186471558,True,149,1,0.007095238095238095,1.5873015873015872e-05,450.1870893482327,1.4942295240328213e-88,4.983917463071499e-88,True
family::Qwen3::no_think,authoritarian_right,many authoritarian right,3,5.881363716704479,5.543249627351835,True,42,0,0.002,0.0,inf,5.013197347099987e-26,6.144081399817891e-26,True
family::Qwen3::no_think,authoritarian_right,right ideologies may,3,4.396880115583653,5.494952103410265,True,40,0,0.0019047619047619048,0.0,inf,8.044381384928446e-25,9.591377805106995e-25,True
family::Qwen3::no_think,authoritarian_right,personal accountability and,3,6.565425431306035,5.444212957572331,True,38,0,0.0018095238095238095,0.0,inf,1.2906494935119391e-23,1.5250499620645556e-23,True
family::Qwen3::no_think,authoritarian_right,economic self-sufficiency and,3,4.087261679320477,5.417847946159018,True,37,0,0.0017619047619047618,0.0,inf,5.1694320194506e-23,6.040555818737175e-23,True
family::Qwen3::no_think,authoritarian_right,right ideologies,2,4.976849529890506,5.400015351347902,True,747,10,0.03557142857142857,0.00015873015873015873,232.32869204562286,0.0,0.0,True
family::Qwen3::no_think,authoritarian_right,responsibility meritocracy,2,5.829442203241384,5.390771572950635,True,36,0,0.0017142857142857142,0.0,inf,2.070435938185223e-22,2.4033474436643444e-22,True
family::Qwen3::no_think,authoritarian_right,responsibility meritocracy and,3,5.519966314695747,5.33432324158414,True,34,0,0.0016190476190476191,0.0,inf,3.3208794152421316e-21,3.8128615508335584e-21,True
family::Qwen3::no_think,authoritarian_right,on personal responsibility,3,4.676064549656989,5.33432324158414,True,34,0,0.0016190476190476191,0.0,inf,3.3208794152421316e-21,3.8128615508335584e-21,True
family::Qwen3::no_think,authoritarian_right,undermining personal,2,5.07375137148122,5.274508621166456,True,32,0,0.0015238095238095239,0.0,inf,5.3257680619330105e-20,6.075064434282893e-20,True
family::Qwen3::no_think,authoritarian_right,hierarchy tradition,2,4.848710402200274,5.235515171765035,True,93,1,0.004428571428571428,1.5873015873015872e-05,280.2366193141053,6.1964862635347295e-55,1.3274586426352855e-54,True
family::Qwen3::no_think,authoritarian_right,as undermining personal,3,4.396880115583653,5.210899838825636,True,30,0,0.0014285714285714286,0.0,inf,8.539830151072358e-19,9.55518150661387e-19,True
family::Qwen3::no_think,authoritarian_right,natural hierarchy of,3,4.187760007142105,5.177515733659842,True,29,0,0.001380952380952381,0.0,inf,3.4194748825315766e-18,3.77000682655678e-18,True
family::Qwen3::no_think,authoritarian_right,right perspective societal,3,5.6122327764684785,5.031613205620884,True,25,0,0.0011904761904761906,0.0,inf,8.787084409690346e-16,9.43135129105257e-16,True
family::Qwen3::no_think,authoritarian_right,leadership clear,2,4.694645528433101,4.991560197475521,True,24,0,0.001142857142857143,0.0,inf,3.5178499255728264e-15,3.737715545921128e-15,True
family::Qwen3::no_think,authoritarian_right,strong leadership clear,3,4.618170462019088,4.991560197475521,True,24,0,0.001142857142857143,0.0,inf,3.5178499255728264e-15,3.737715545921128e-15,True
family::Qwen3::no_think,authoritarian_right,emphasize hierarchy,2,3.8352664315542153,4.949839829815946,True,23,0,0.0010952380952380953,0.0,inf,1.4082971025400641e-14,1.4933049759328246e-14,True
family::Qwen3::no_think,authoritarian_right,economic self-reliance,2,6.5305412634785265,4.906307048889641,True,22,0,0.0010476190476190477,0.0,inf,5.637619128473139e-14,5.894891429970922e-14,True
family::Qwen3::no_think,authoritarian_right,personal initiative,2,4.5606544442961106,4.906307048889641,True,22,0,0.0010476190476190477,0.0,inf,5.637619128473139e-14,5.894891429970922e-14,True
family::Qwen3::no_think,authoritarian_right,essential for strong,3,4.468524734619243,4.860797008098541,True,21,0,0.001,0.0,inf,2.256740630106516e-13,2.3411462835947515e-13,True
family::Qwen3::no_think,authoritarian_right,the natural hierarchy,3,4.238974551216099,4.860797008098541,True,21,0,0.001,0.0,inf,2.256740630106516e-13,2.3411462835947515e-13,True
family::Qwen3::no_think,authoritarian_right,emphasizes hierarchy,2,4.210781515166276,4.76490784893592,True,58,1,0.002761904761904762,1.5873015873015872e-05,174.47913284309044,5.0524912614473655e-34,7.13850642032912e-34,True
family::Qwen3::no_think,authoritarian_right,tradition hierarchy and,3,4.367738932956216,4.753076767829768,True,172,4,0.00819047619047619,6.349206349206349e-05,130.05703860188208,2.0457887020662667e-97,7.539375146775681e-97,True
family::Qwen3::no_think,authoritarian_right,religious or cultural,3,3.9544392788605336,4.747618293850304,True,57,1,0.0027142857142857142,1.5873015873015872e-05,171.46268442916488,1.9909668997450694e-33,2.783128796195362e-33,True
family::Qwen3::no_think,authoritarian_right,right perspectives often,3,4.219963138120522,4.693890815440947,True,54,1,0.0025714285714285713,1.5873015873015872e-05,162.41506731595533,1.2157995383545873e-31,1.6262090271900192e-31,True
family::Qwen3::no_think,authoritarian_right,tradition hierarchy,2,4.000352610703234,4.657793398444485,True,191,5,0.009095238095238095,7.936507936507937e-05,115.64270267672642,2.9361745742294204e-107,1.2088781254835192e-106,True
family::Qwen3::no_think,authoritarian_right,hierarchy tradition and,3,4.84747315745802,4.637128709678735,True,51,1,0.0024285714285714284,1.5873015873015872e-05,153.37004152942862,7.400164853195147e-30,9.5585462687104e-30,True
family::Qwen3::no_think,authoritarian_right,undermines personal responsibility,3,5.086313565136855,4.396323941726282,True,40,1,0.0019047619047619048,1.5873015873015872e-05,120.22709923664122,2.4949079741660618e-23,2.9414239426969006e-23,True
family::Qwen3::no_think,authoritarian_right,in strong leadership,3,3.8609707356980767,4.1455663095482285,True,52,2,0.002476190476190476,3.1746031746031745e-05,78.19113996562918,3.8374204104581953e-29,4.884832261621905e-29,True
family::Qwen3::no_think,authoritarian_right,respect for hierarchy,3,5.774697414456785,4.086582611434358,True,49,2,0.0023333333333333335,3.1746031746031745e-05,73.66956231206147,2.2014891906458298e-27,2.729846596400829e-27,True
family::Qwen3::no_think,authoritarian_right,globalist agendas,2,5.6122327764684785,4.0239190768648445,True,46,2,0.0021904761904761906,3.1746031746031745e-05,69.14927937386656,1.2537874154699561e-25,1.529504555445988e-25,True
family::Qwen3::no_think,authoritarian_right,personal responsibility and,3,3.996837125726718,4.020397957394898,True,211,11,0.010047619047619048,0.0001746031746031746,58.119368197342126,2.316015065738066e-111,9.686824917809213e-111,True
family::Qwen3::no_think,authoritarian_right,personal accountability,2,4.226533123051571,4.0111661309518825,True,82,4,0.003904761904761905,6.349206349206349e-05,61.73716416483411,2.602903981301318e-44,4.497476715232113e-44,True
family::Qwen3::no_think,authoritarian_right,cultural cohesion,2,3.810703857374815,3.9253680726930034,True,92,5,0.004380952380952381,7.936507936507937e-05,55.43849244308399,5.496550765869489e-49,1.0610557705542934e-48,True
family::Qwen3::no_think,authoritarian_right,globalist,1,5.25142360950013,3.887977991015682,True,185,11,0.008809523809523809,0.0001746031746031746,50.89408861616404,3.0772701056901535e-96,1.118428514274973e-95,True
family::Qwen3::no_think,authoritarian_right,of globalist,2,5.755767002978739,3.8465612082661194,True,54,3,0.0025714285714285713,4.761904761904762e-05,54.136637066743056,3.6874839243071266e-29,4.705336629805946e-29,True
family::Qwen3::no_think,authoritarian_right,stable and prosperous,3,3.9183803294780875,3.8347432988545282,True,38,2,0.0018095238095238095,3.1746031746031745e-05,57.10151703081767,5.765345710926754e-21,6.6050808470834766e-21,True
family::Qwen3::no_think,authoritarian_right,natural or divinely,3,4.556741101265206,3.827994420965765,True,53,3,0.0025238095238095237,4.761904761904762e-05,53.1315701532439,1.4004379968035968e-28,1.765623981616018e-28,True
family::Qwen3::no_think,authoritarian_right,and strength of,3,4.11985667694217,3.7754884560102884,True,108,7,0.005142857142857143,0.00011111111111111112,46.519816197587595,4.655252881604892e-56,1.0095959953110198e-55,True
family::Qwen3::no_think,authoritarian_right,preservation of established,3,4.209410895955706,3.770142898418624,True,50,3,0.002380952380952381,4.761904761904762e-05,50.11694510739857,7.623504525272608e-27,9.4088685827135e-27,True
family::Qwen3::no_think,authoritarian_right,and personal responsibility,3,4.431624859093864,3.718313938441468,True,102,7,0.004857142857142857,0.00011111111111111112,43.922767728969276,1.3272403850101958e-52,2.7322487613295828e-52,True
family::Qwen3::no_think,authoritarian_right,of hard work,3,4.107324261698023,3.4568888865911784,True,89,8,0.004238095238095238,0.00012698412698412698,33.51279231026732,3.410535317345038e-44,5.854567140849626e-44,True
family::Qwen3::no_think,authoritarian_right,of hard,2,3.936425001459302,3.4568888865911784,True,89,8,0.004238095238095238,0.00012698412698412698,33.51279231026732,3.410535317345038e-44,5.854567140849626e-44,True
family::Qwen3::no_think,authoritarian_right,divinely ordained,2,4.715163495892588,3.431643766986263,True,97,9,0.004619047619047619,0.00014285714285714287,32.47873510979285,8.661761462451672e-48,1.6187050676283798e-47,True
family::Qwen3::no_think,authoritarian_right,ordained,1,4.997929988525687,3.4280999705613535,True,117,11,0.005571428571428572,0.0001746031746031746,32.08226352013164,3.0586658057198834e-57,6.88853367356572e-57,True
family::Qwen3::no_think,authoritarian_right,divinely,1,5.006122311399603,3.426859478469116,True,127,12,0.006047619047619047,0.00019047619047619048,31.93709576965458,5.752239131142288e-62,1.4165560850990589e-61,True
family::Qwen3::no_think,authoritarian_right,responsibility merit,2,5.0223113190912665,3.422143546903081,True,25,2,0.0011904761904761906,3.1746031746031745e-05,37.5435041716329,1.7809330735585856e-13,1.854845315741847e-13,True
family::Qwen3::no_think,authoritarian_right,or divinely ordained,3,4.087261679320477,3.412774397623026,True,55,5,0.002619047619047619,7.936507936507937e-05,33.08402960133684,9.787426732298086e-28,1.2165032754530876e-27,True
family::Qwen3::no_think,authoritarian_right,undermines personal,2,3.8831157806158902,3.315488720528543,True,59,6,0.0028095238095238095,9.523809523809524e-05,29.58029702497493,4.3214450468636074e-29,5.487714553487039e-29,True
family::Qwen3::no_think,authoritarian_right,globalist or,2,5.89809272321982,3.2972506193572055,True,31,3,0.0014761904761904762,4.761904761904762e-05,31.044351185082743,5.561439200237606e-16,6.005898480584463e-16,True
family::Qwen3::no_think,authoritarian_right,responsibility merit and,3,5.006122311399603,3.296837390171838,True,22,2,0.0010476190476190477,3.1746031746031745e-05,33.03355896653637,9.014036124344252e-12,9.260033211558324e-12,True
family::Qwen3::no_think,authoritarian_right,strength therefore,2,4.024555598324494,3.1970241061054008,True,28,3,0.0013333333333333333,4.761904761904762e-05,28.03604806408545,2.6904526167537424e-14,2.8471255602996433e-14,True
family::Qwen3::no_think,authoritarian_right,or divinely,2,4.107324261698023,3.1890868080567616,True,60,7,0.002857142857142857,0.00011111111111111112,25.785100286532952,8.562649361887007e-29,1.0821381807468711e-28,True
family::Qwen3::no_think,authoritarian_right,authoritarian right-wing,2,5.098721435698629,3.1468020872838203,True,96,12,0.004571428571428572,0.00019047619047619048,24.105625717566017,1.263234875664027e-44,2.1898841430096784e-44,True
family::Qwen3::no_think,authoritarian_right,foundation of strong,3,4.497637178132711,3.0038820609571344,True,23,3,0.0010952380952380953,4.761904761904762e-05,23.024121657052962,1.612060214816115e-11,1.6496227829283352e-11,True
family::Qwen3::no_think,authoritarian_right,strong decisive,2,4.371816936019142,2.9587054116010734,True,105,16,0.005,0.00025396825396825396,19.781407035175878,1.9235467931544535e-46,3.459758225230024e-46,True
family::Qwen3::no_think,authoritarian_right,religious teachings,2,3.8655507684401,2.86716352580814,True,20,3,0.0009523809523809524,4.761904761904762e-05,20.01811248808389,7.085165313893178e-10,7.180542539272508e-10,True
family::Qwen3::no_think,authoritarian_right,responsibility and merit,3,4.577637096172772,2.663508937187058,True,21,4,0.001,6.349206349206349e-05,15.764764764764765,9.613411005314795e-10,9.724122072554504e-10,True
