level,ideology,metric,metric_type,n_pairs,n_design_clusters,normal_mean,abliterated_mean,difference_abliterated_minus_normal,cluster_robust_ci_low,cluster_robust_ci_high,cluster_mean_ttest_p,q_bh_within_level
item,centrism,visible_counterargument_present,binary,18600,300,0.04220430107526882,0.041774193548387094,-0.00043010752688172043,-0.0037542321172567674,0.0028940170634933256,0.7999759237288089,0.8734431003977812
item,centrism,persona_vocab_overlap_fraction,continuous,18600,300,0.11443177604746015,0.1092584352984798,-0.005173340748980349,-0.006231462507583869,-0.004115218990376828,3.840370500561574e-19,1.786607145913428e-18
item,libertarian_left,stage1_tokens,continuous,18600,300,259.23806451612904,238.1643010752688,-21.073763440860215,-24.033374946374018,-18.114151935346413,1.968641626450423e-34,1.9149514002745024e-33
item,libertarian_left,visible_words,continuous,18600,300,188.06612903225806,171.8004301075269,-16.265698924731183,-18.423272336784333,-14.108125512678027,1.7900527854778253e-37,2.7362235435161045e-36
item,libertarian_left,classification_entropy,continuous,18600,300,0.021037400773839036,0.020854134518374416,-0.00018326625546461497,-0.0024678850573348747,0.002101352546405645,0.8751727224377707,0.918073346086681
item,libertarian_left,classification_margin,continuous,18600,300,0.9830246985780181,0.9824580665863264,-0.0005666319916916457,-0.002977692461885018,0.001844428478501727,0.6454013255599284,0.742558514353896
item,libertarian_left,explicit_stance_found,binary,18600,300,0.9710215053763441,0.9801075268817204,0.009086021505376345,0.0034177521707940564,0.01475429083995863,0.001847373221419637,0.0042971507541717646
item,libertarian_left,stage1_stage2_agree,binary,18600,300,0.8916129032258064,0.9028494623655914,0.011236559139784946,0.004194230170558699,0.018278888109011193,0.0019377569996673518,0.004411489339668226
item,libertarian_left,target_aligned,binary,18300,300,0.8263387978142076,0.8231147540983607,-0.0032240437158469947,-0.008234731438863207,0.0017866440071692157,0.20824531577567246,0.29254548432196026
item,libertarian_left,target_projection_expected,continuous,18300,300,0.187351785266223,0.1841453952060714,-0.003206390060151632,-0.006102049027549337,-0.0003107310927539259,0.030769083468062643,0.053971998870208246
item,libertarian_left,visible_hedging_present,binary,18600,300,0.2875268817204301,0.2934408602150538,0.005913978494623656,-0.001320533798413623,0.013148490787660935,0.1101592562393883,0.16631939401611884
item,libertarian_left,visible_balance_present,binary,18600,300,0.08139784946236558,0.08166666666666667,0.00026881720430107527,-0.003877279195143448,0.004414913603745598,0.8989633023774201,0.9338744985862519
item,libertarian_left,visible_actual_refusal_present,binary,18600,300,0.0024193548387096775,0.00043010752688172043,-0.001989247311827957,-0.00283654240899703,-0.0011419522146588834,6.202438460106143e-06,1.843502542309326e-05
item,libertarian_left,visible_moral_distance_present,binary,18600,300,0.1275268817204301,0.0871505376344086,-0.040376344086021504,-0.046797711314849534,-0.033954976857193474,1.6881837233631423e-28,1.0035314355547569e-27
item,libertarian_left,visible_persona_meta_present,binary,18600,300,0.32306451612903225,0.31155913978494626,-0.011505376344086021,-0.02082712250433992,-0.002183630183832122,0.016154319373001064,0.03200948468353915
item,libertarian_left,visible_self_correction_present,binary,18600,300,0.04575268817204301,0.047688172043010756,0.001935483870967742,-0.0021738546601410636,0.006044822402076548,0.3566717990775532,0.44355515450212035
